A1,A2,A3,Q1,Q2,Q3,Q4
1,0,1,0.5235885925485615,0.4132742825420892,0.797326636742004,-5.029402567864066
0,1,0,-1.7456613743522311,2.714070243061385,2.7494000872294806,0.40170397445440287
0,1,1,2.3776351761141385,0.2601266629211463,-4.169107165488886,5.491130413377383
0,1,0,3.2228048647631775,0.9922592866692672,2.3817481773741687,0.8051630403073599
0,0,0,0.7298220132666869,2.371128238105354,-0.04329261246842336,7.659702248562919
0,1,1,-2.716118559417297,0.7582419347245852,3.978585803393466,3.14164017965793
1,0,0,-1.8773298188858796,2.451878107861679,0.5185586707171125,4.376375209387995
1,0,0,-2.0598174275509726,2.974606044332419,-4.180647930075011,5.128229859561725
0,1,0,5.2773710577051105,0.5081349835570549,3.455053736613377,0.8777487386441467
1,1,0,-3.8245211199797167,2.68229010678809,-3.870405906573917,-1.963335574208752
0,0,1,4.882830032879438,2.2527392920628597,3.3225401016371574,1.32270378697227
0,0,0,-5.200920458048483,2.842915203618262,-2.3812634000926396,-0.6166464702751546
0,0,0,1.3536693592595317,1.2264694093809285,-3.869346091183307,-0.8908820690618872
0,1,1,-4.688289652387569,2.1303467591965353,1.0569272892542507,-1.4546587117633103
0,0,0,2.587708535223401,0.09966573828863501,-1.1119284015713489,4.834716111468328
1,0,1,1.6067214906457643,1.1644285167652968,-2.284605661911384,4.47725225528802
0,1,1,4.278970110755706,2.939702389900628,0.6002186715237902,0.7188507731573704
0,0,1,-4.658838412457204,2.083620696634385,2.107241066735974,-3.663535004519245
0,0,0,0.4044912591827765,2.4833628433185972,1.384720438962061,-1.4013839278400844
1,1,1,-3.1245587348069286,0.5080282854094367,2.085676273385662,0.8765564156116379
1,0,0,1.3831664113579143,0.9675972679193083,-0.8433864862320937,3.9638051723309484
1,1,1,3.90473091657352,0.4031300744327374,2.111652588312666,-3.465271467062041
1,0,1,-5.023134307995753,0.36608211133879065,-3.0284475790912837,2.895243820964812
0,1,0,-1.8817839112728054,2.5257958184369693,-3.2632162427497393,-4.032333853779432
1,0,0,-0.4959936076195206,2.614104395599348,-1.1864263054456974,0.0750838939395557
0,0,0,3.4212406439418137,0.5584700504078648,-0.6026683444260046,-4.412256815252221
0,1,1,-6.514458069154396,0.309272755505673,0.20172698724777688,-1.0574431271547065
0,1,0,0.8396028624482001,2.4931032273251295,-1.891088338631818,-0.9671309315941541
0,0,1,-1.365342555390767,2.2712705719907915,-3.084745481515521,-5.569786559454905
0,0,0,1.5380422991378424,0.4272896103487942,-3.0364326981372862,-1.4479596929338627
1,1,0,-1.8972614615157264,1.5518763954052366,-0.9441845375930713,0.15364250514061437
1,0,1,0.7406202495836234,0.2990577273007493,0.19540866870164722,4.547608266243502
0,1,1,-5.362440465509415,1.7089059507985573,-0.28733120377457166,1.3441753405608332
0,0,0,-1.1079554764134074,2.602101849448793,0.2153359290593144,3.047023103964845
0,1,0,-1.5353081803744846,2.127782225828462,3.1442639414558204,1.5866020575920778
0,0,1,-0.06450848050890869,2.5048782086735852,4.229264268038109,0.0032363480035759013
1,0,0,-2.0058898193348056,1.854086115231518,0.3429455945783424,-3.9614791461077825
1,1,1,-0.955571398122111,0.6682857739863343,1.2343683433452182,-0.7064048478656382
1,0,0,0.3694941087006859,2.0509156662541326,7.395239540796007,2.0616313418039582
0,0,0,0.9103629190034694,2.581618697959843,7.368030073922936,-1.5101757518571939
0,1,0,0.13202070197853732,1.3938153345698336,0.34788401001520786,4.191768844747177
0,0,0,0.2997132303561174,0.38181953508960687,-1.7644342817666891,-2.6980095675517717
1,1,1,-3.701077466237329,0.29835930106699204,2.2909020899021715,-1.3731888979111073
1,1,0,-1.035884675212005,0.891303875853848,-0.02519250173598301,0.4010619537843853
1,0,1,3.62520465981821,0.3522646244059897,-0.8381990809315678,-3.56276185225876
1,1,0,2.0332919185741316,2.0322278615509872,-3.808052250778072,1.781802413568939
1,0,1,3.1939646482040702,1.9646401212394522,-0.18031321430701314,-2.101413115075255
1,0,1,2.078067787059232,1.171771304112476,-1.3353067326498094,-2.7664693986710267
1,1,0,-1.6348061152052682,2.2621802977176655,-1.1040244004841884,-2.172980226705759
0,0,1,-0.6804203155650079,0.3528540560565887,6.410950701985075,3.025296864043357
1,1,0,-0.2665163255528926,0.7434469149683895,1.803695435252532,2.4227804112935556
1,0,0,-0.9363035269492688,2.93665653242797,0.3702537270554979,5.430074624993831
1,1,0,0.5416077017042713,1.7471297830929697,0.341434284763901,-2.0981964653702914
1,0,0,-3.257362221919326,1.0929478951927436,-1.6358534739564563,0.591427104434339
0,1,1,-0.29823395980827055,0.7300639224838656,1.4531751882540747,-0.05201767531484318
0,1,1,2.230318022404944,1.7668265247278188,-0.7091744738025931,-1.7924040867496385
0,0,1,3.2147548069556526,2.550380487143172,4.543009136432039,3.139827231691328
0,1,0,1.8480907271618694,1.0672609963457962,-4.317434298236932,2.620657137782448
0,0,1,-3.5769572951208515,0.9211709627811364,4.555358137666653,-1.8200950201074058
1,1,1,-1.3298053972817263,1.8211703454905548,1.5860965243689122,3.779844626493497
1,1,1,3.278467806958651,1.1226198729682264,2.421507748186741,-3.1629156115365777
0,1,0,1.9681107355987728,0.74176295865658,-3.0307197425529253,-4.254370472123755
1,1,0,-0.5694776327036858,1.591176575804919,-1.0796328356096014,-1.470813901005176
1,0,0,1.0650562853174652,0.9310876892715777,0.4841056145162478,2.3426914115583664
0,0,1,4.067592621256633,2.029335084884277,3.6270209836063882,-2.213510807056029
1,1,0,1.1417285978504843,2.067523706868884,-4.908840632007578,0.9579006189882853
0,0,0,-0.9425586176703566,1.008475933284032,2.3282015515976817,-0.30610936003869604
0,0,1,-2.0465721092491433,1.5704855873082586,3.057213935008238,-3.13513198653863
1,1,0,3.1202767397219184,0.4081888808921915,-1.403480301244377,1.0344928792422943
1,1,1,-0.09837710375739775,0.3514814397824767,4.260325161774171,-0.1567678629361967
1,0,1,3.8757181599646904,1.19201010844608,-4.244522730599691,-2.923789489645315
1,1,0,-3.3190055444540887,0.6452419742759276,-2.82404788672488,4.211748218856602
0,0,0,1.388229255889224,0.3046499113985479,-2.0787670971746577,0.28092373357534656
1,0,0,0.22556390105681529,0.9586191918390506,-2.0385343664555706,3.1194535766263183
1,0,0,-0.3977886669718121,0.6656198000095009,2.0271688983322838,-2.418385837293045
0,1,0,2.9803256540051084,0.028128664782985813,-0.699088231634039,-1.4138935227144194
0,1,1,1.4183132099747646,0.5776029545855909,-0.5646899089058082,0.21120226044131044
0,0,0,0.110744242199072,0.47394838789670624,-0.2608562697051074,4.7005026125139615
1,0,0,2.2004571474452725,1.0307733681876239,2.862090489059089,1.1894335366499962
1,0,1,1.400092992804542,1.2946878565938147,0.6435738645971141,-4.27615215533673
0,0,0,-6.629122068936416,1.995300023169852,6.27429729733293,-2.174784858983734
0,1,0,-2.4459461532875646,1.314828823335646,0.813219926275067,9.284928869554264
0,0,0,-2.7909465163465934,2.3155320660245895,-6.179893352230421,-4.747259930420184
1,1,1,-0.23012375823343673,0.8484173535543856,-3.784742028069509,-2.25314184819507
0,1,1,-0.5485207625848394,2.7334132354411715,1.2187431012817715,5.164606931394711
0,0,1,4.873996798733763,1.9615533994700538,5.230066950440936,-6.760344705018323
0,1,0,-0.3591026385262598,2.825066351518057,-2.585340217689684,-2.3008520290139147
0,0,0,1.6493901709643985,2.123921313080896,1.1632676483913234,-2.8755483300772724
1,1,0,2.20941305090494,2.8340196699601155,0.9978101754416813,0.34099750848828175
0,0,0,0.6973273749698965,2.786172993189038,0.7314733709249611,-0.14509830670890994
1,1,0,0.9330407919760445,1.2169407497358828,-2.285045956076991,-4.424251652335311
1,1,0,2.823798559184585,1.9930016291183867,1.4562034955698158,3.2122652044871995
1,1,1,-2.56456961147824,1.9359300473320724,-0.2890509408314771,2.652853737106735
0,0,1,1.4909245286868371,2.4963194972773204,4.104723562251868,1.0925536935238562
0,1,0,-6.356913610534107,0.2891465641288342,2.6523565052079388,-1.599090472728447
0,0,0,2.229205871800172,2.7478170953712686,-0.1425275226906003,3.3682700328952078
1,0,1,-1.075462689365099,0.25245239338082803,-4.679824324919337,4.7023282069114325
1,1,1,-0.8144446009583952,2.5993744609540146,1.5212105975889272,-1.791020671166623
0,1,1,2.1050496060921087,0.4391489423297589,7.288785270300763,-5.527377738642057
1,1,0,-1.5700008928754583,1.8095704570804227,2.544020833336131,2.3633468362874295
1,0,0,3.794160651044865,1.881096199776866,-3.6278848307503417,-2.4135304812907927
1,1,1,5.362733262351859,1.5374031689571335,1.3012650610370913,-3.991237472651081
0,1,1,-1.2016301806372784,2.6882735660317416,1.674097709826474,7.3137209229184
1,0,0,-2.118325498141914,0.9787559099188498,0.9312116058918523,-3.4264634358588513
1,0,1,-0.5815047956554218,0.5845532257921919,-0.6714603512505071,0.9828212221166474
1,1,0,-1.6259558407106707,1.5552652155337436,4.126042577891864,-1.5392868207196315
1,1,1,-0.4091045418622343,1.903539470396087,-0.18027160941323248,-4.064551535736165
1,0,0,2.2276543382222176,1.6861418882791321,1.1107382598773738,5.658626548736295
1,0,0,0.9807752933793794,2.5786056041745207,-1.555966344425266,3.866012887171633
0,0,0,-0.9575333971539199,0.1774266877585502,-1.2567746878668253,-3.225597272878712
1,0,1,3.6327936047367873,1.8914999598066915,-2.2681494558179622,2.782290154262546
1,1,1,-2.1751707087684675,2.4704640862182146,-0.4604578754595212,-4.835225789286052
0,1,1,4.0898370903899455,0.22219658350785598,4.499540818148296,-3.781799400907866
1,1,1,0.19109463597269327,1.1742125527182763,-1.0583738443971695,-3.1563313750144975
0,1,1,0.8190388916616664,0.7679134520282513,-2.3120688587600875,4.7577908149522825
1,1,1,0.1614039099385164,0.13592546463922928,-1.7950507770994133,-1.6787565373159108
1,1,1,-1.2969170924031364,2.4895181864963867,-6.732272897234951,4.292296276657237
0,0,1,3.35210742325511,1.3819179222628506,6.189005201862011,-3.754456043661909
0,1,1,-3.475603592692911,0.7981146023461126,-0.7427548559885715,6.509214935928801
0,1,0,0.43343490226076364,1.4162051394249904,-0.36158098505038333,-1.0695215760664039
1,0,0,-0.8315084055665478,0.7495861031680615,-0.26205597907217576,0.2508058979727371
1,1,1,-3.9393871764852917,2.884096274360589,4.468904475168523,2.518807703259204
0,1,0,3.245547482117483,1.1768161709442733,4.118156843176713,0.8740279566830806
1,0,1,2.81811236500484,0.7641953388005457,1.587358489884077,-1.92367500168847
1,0,0,-0.9837968904703773,0.869439228469789,3.0930996778690227,1.5411889589736147
0,1,0,-1.4145566386967021,0.7409499271228523,0.656824670301631,3.0244428799430723
0,1,0,-2.2610315463433066,0.1395591721172117,3.0211273589150114,0.10390974207650217
1,0,1,2.2508990209651247,1.623574642927505,-0.11939168280829673,0.8256580325321599
0,0,0,-1.4814186903436912,0.07115991159460355,2.2084943409971394,1.105966840310413
0,0,1,0.31088048461126316,0.9800077882016319,3.878098282182373,-0.41983552735672325
1,1,0,-2.711329418900409,1.0128461820182126,-1.1330922687752965,0.05360580576971068
1,0,1,1.3897569165947758,2.637258286247322,-2.8262693654307363,-3.8443579485100914
0,1,1,-2.142013421111104,1.8600982780616726,-0.68050800373645,-4.882155317555004
1,0,0,1.6145250503359982,0.5866375478787009,-3.4944690376892167,3.4222438640590376
0,1,0,-0.6474915772219033,0.32992208248134547,3.561414400496157,-2.8993800124080056
1,0,1,-0.24388297970799572,0.31887547022245133,3.5381884579041687,-0.40034791470706554
1,0,0,-2.2917549451501427,1.332231478840721,-2.8360646822709645,0.6545970292505982
1,1,1,3.7954044836335585,0.855077339571996,3.1173263706960292,-0.016297620940675137
1,1,0,-2.977844267516999,2.4217552955872153,1.9384365845174119,-1.3012162362599482
0,1,0,5.679764291155808,0.17271902470918865,0.4598605927380188,3.882807959777072
0,0,0,-4.032831679254895,0.4315681639802077,-1.116708920275408,2.0481124135400286
1,1,1,2.448204920903592,0.16429279278876174,-0.8131626501039261,-2.2217109344792676
0,1,1,1.989894855485665,0.675962297978605,2.007133287815877,-0.5803783192670307
0,1,0,-0.9712995399406654,2.99474790839237,1.7728906682106507,1.0163858073470253
0,0,1,-0.46909658303362733,1.9763123495235395,-2.8372075141382007,-0.8977782443489652
0,1,0,-0.6615795204081436,0.4578168238160222,0.9246506327897573,-1.969257616102318
1,1,1,-0.1186149849830451,0.1151419064803918,-0.7342745709113943,-1.4454608120995636
1,0,0,-0.7230309660470825,1.5144895018534528,-1.4663180153079698,-5.047374584674158
0,1,1,-3.1591356677303404,2.2706116652860624,-4.277979624691321,1.740056806923971
0,0,0,-0.27316033242166593,2.1334563839772915,-3.3513337912391234,0.41058578740975993
1,1,1,1.0828578435361007,0.3230989566143372,-2.6964660190977066,-1.357872596624726
1,0,1,-1.6958363423827252,1.6530245034243527,3.470570616949634,-1.1613513014107344
1,0,0,5.525170153197591,1.8268916787479565,-1.6588570836030363,2.552686277714319
0,1,1,2.8248133916310003,2.0403292442528755,0.04274713228894439,1.8943898147169715
0,0,0,2.5364669859978095,1.4835210715232254,1.3468748387680307,-1.1224342458277015
0,1,1,0.7620998723149737,2.0040129849728614,-0.023049684792131826,4.427515979212339
1,0,0,3.576348164806724,2.8600262079720693,-2.1051493565058634,0.5652219704344754
0,0,1,-1.8894511032061243,1.931256010958615,0.5969866405893212,-2.519727207922565
0,1,0,-1.5829290062188828,0.3983010914163997,-2.948831069369053,-0.30717557846974386
0,1,0,2.2926334810696933,2.9393859812433925,-4.0614218853752835,-2.7742958654997896
0,0,0,3.6700490119137616,1.1132215646839905,0.8258447253048417,0.016751609886513634
0,0,1,-0.001566123252170962,0.9950251715753041,4.252502037470389,-0.6958826155944471
1,0,1,2.411045157131583,2.497277313359409,4.833646155913218,0.8531767239945565
0,1,1,0.7022892825789222,0.8932708317259881,-5.30497225237264,-4.291116071718453
0,1,1,-2.1914439930126344,1.2086098865211876,2.8567414153745245,0.11092781303774049
1,1,1,0.6250184882278573,0.9624416413547243,-3.9427149821126477,0.03709279033588997
1,0,0,4.372202864323725,0.8820083551388299,-4.816183168460486,-0.7950927844191922
0,0,1,2.5532275819621812,1.567320312465187,0.8145259061454058,4.851163481923431
0,0,1,2.0660739678857136,1.395049543049761,2.208601780587422,0.98298300071788
1,0,0,3.06939269134132,0.47775654508781906,4.5397878871246,-2.4532858278596783
1,1,0,0.22374436467803654,2.3424906141158734,-0.055987351194534185,-0.3452981262899164
0,0,1,-3.1857264451061664,0.9878749668581563,-1.0975244020460928,4.007491501392174
0,0,0,-1.0145777582713,1.3889027958709423,3.517849822874894,3.5754744217155148
1,0,0,0.8382897661465276,0.5624729224804618,-0.035787451635465234,2.3278652978400847
1,1,0,5.9568920113215995,1.4320479369107533,-4.2169471440052,0.48148597043536123
0,0,1,-2.4444554135315992,2.450612533194634,-4.182313417378753,-6.132149637258354
0,0,0,-6.878770068908671,1.5831503759440577,2.9497476710456674,-1.5522149751022543
1,0,1,7.75110902383477,0.933603196493533,-1.0785307731094103,-0.9526247040092171
0,0,1,4.341922081751428,0.2566662330521928,3.4137572175501063,1.7505748453934276
0,0,0,8.372511426117281,1.4378352156489151,1.9408469272571043,-3.4686313238934967
1,0,1,-2.7615550004888374,2.289729912375864,0.538541193002329,2.3981158176110604
1,1,0,4.300295544167046,0.556355624475149,-6.934612262367477,-1.3988719440483726
1,0,1,0.6052983588791112,0.3585824155995654,1.6098160794337426,-6.480210020517797
0,0,1,0.4055169534310362,2.7918670609527894,-0.19176471422888114,-2.1007760098649335
0,1,1,-1.8046685951523402,2.20284231896913,-0.30432837545222857,-5.089380488752045
1,0,1,-0.20123249531767123,1.6589910125801666,-4.783293623941271,2.7835680613519482
0,1,1,1.2272659730188493,1.9761260558048173,-0.9644827699035331,0.9964542077784165
0,0,1,-3.385894537748667,1.6235405707006278,-3.7004573073574907,0.4844265078169987
0,1,0,-2.109563024731929,0.6244841175055046,-1.2537416033396789,-3.484055836983491
0,0,0,-5.568238507425558,1.0999377790971159,-3.7240865594799883,-3.9736299017520302
1,1,1,0.9172712443731939,1.726776659315513,-0.7865070912385452,5.928704643568642
1,1,1,1.7243455199426412,1.9187805464350662,-1.2846443850303235,-1.317911375579829
0,1,1,4.155987613587743,1.2649670253600904,-5.208939582850731,-7.523268967220902
0,1,0,-4.922703251001996,0.17489567286405217,4.420594329097905,2.3572763900767737
1,0,1,-2.056894202793704,0.8456635947372927,-7.086781135593758,-2.1474766217494823
1,1,1,-3.442866099161333,2.8368883280556054,3.1747429171598287,4.322863411083011
1,0,1,1.2182812880484684,1.8747027916620502,1.3355593235456125,-2.795465384473496
0,0,1,-1.3521127910887665,2.695919728542438,1.6858385555538389,-1.8801153548336313
1,0,0,-1.1789387536191698,1.0954358181941453,0.9200302038240691,-1.6389576358009221
0,0,1,-0.931948959086831,0.6957601874818804,0.9296773795176072,-5.474661533386049
0,1,1,-6.618017579987923,2.148193647203792,4.726598888107407,1.7287358894730351
1,1,1,-0.31014348754221144,0.22017714342493144,6.687584351393147,1.5222609119380968
1,1,0,-0.39528039422526806,0.4559251720152586,-5.747639036786258,-0.7897650183183103
1,1,1,0.1227420673793809,1.8913244919258776,1.0692689707347318,-0.041589081446986136
1,1,1,-3.1071199990711857,0.8551552694460016,-2.0547818653412833,-4.110888560595828
1,1,0,-1.1595164055081366,2.433996228022761,2.153850384136252,1.5452617872896872
0,0,1,1.0056623652863832,2.7731619543315293,2.127238894432344,-0.38116548719979415
0,1,1,-2.2963470682640956,1.4581868146246428,-6.690163658201742,4.407173557532983
1,1,1,-0.6485248519248076,1.4328964153256325,0.7394256407762815,-2.234563280854042
1,1,0,1.238112674465696,1.522326377931853,2.4222636375486384,4.824561526443648
1,0,1,2.6571232357386974,2.483667086481113,-3.679486411235243,0.76381355179944
0,1,1,-0.49961591979274683,1.3824367263923167,1.9393914435770088,-1.7733977978318483
1,1,1,-2.783426849469137,2.9133847594310645,-5.5586905372487045,-2.982068716583704
0,0,1,4.500510407896261,2.87736006589061,-0.9226805798057727,0.43119671838082163
1,0,0,-2.1743581540997696,0.08978593229461318,-1.2979338795888502,1.2796745563709033
0,1,0,-5.402233966061459,0.2574195421199462,5.528787326592644,3.2854011684630446
1,0,0,-3.1613356326525395,2.2202947075269472,1.9806974379566453,1.7825837279936643
0,1,0,3.506974941752186,0.383312497219905,2.277623598525111,3.6477758816352583
0,0,0,-2.0373990822619374,2.9306841274891795,0.3066956954739041,3.1125570767840913
0,1,0,-2.84169323227287,2.521753116523825,4.441623255952364,0.5004323847176101
0,1,1,-0.05181717303546873,0.836400173278487,-0.5240044763692993,1.2694106949613235
1,0,1,-3.083280385113226,1.8622290875976235,2.22097127759125,2.786462657262649
0,0,0,-2.0253293708669498,1.681550432077349,-1.1519201997314865,-2.1876210751623826
1,0,1,6.624003961258092,2.2990021434917827,-2.759500116048211,-0.1484922348059663
1,1,0,-7.938698912476696,0.7731605814702738,1.0581377996018155,-0.9702560783583963
1,1,0,1.9175845960748645,0.8937446908891828,-2.6925285528476213,1.501063472544414
1,1,1,1.4626533270873934,0.46387107253506543,4.246237061602598,-1.3646747259235696
0,0,0,2.7675124738756063,0.9105198310411116,5.160714201395708,-2.7428710519285255
1,0,1,-6.263796714925441,1.03234461899841,-3.299024805560965,0.6800542373736937
0,0,0,2.1964545519448193,2.1175500680477475,-3.352871739712733,-0.6703531926577664
0,0,1,4.616502860235174,2.7662830788391246,3.544007229894194,3.630413565497407
0,1,0,-3.293101728677035,1.419509999891393,-3.242652268158163,-0.19946332014681972
1,0,0,2.4328414115732593,0.25868032548571873,0.5318481046431685,1.0196756260987436
1,0,1,3.323620929206644,1.136641377192865,-1.074074713878775,2.2361667141933967
0,0,1,2.1284070225391027,0.9281910724781083,-3.135489170611553,0.31335231611507125
1,0,1,-1.6548612948945836,1.5984074419752832,-4.687175147236878,-2.9725464717490104
1,1,1,-6.097048914866235,2.400572177862613,1.876905002733931,-0.08636180799449561
1,1,1,-2.304142955420411,0.21175418909527532,-3.4751596983160855,-0.8608568782422188
0,1,0,-1.6854213278897503,0.34404217224087186,-0.03989348289139836,-3.692236224977143
1,0,1,-2.118615398408782,2.174564593928358,-0.33484683298740314,2.1123960485436992
1,1,0,-2.2560823360800537,0.26115897156925805,3.0105064989854258,-3.065313155728478
1,0,0,0.6151436938286705,1.6359980997974537,0.8921170791468528,-3.5617738019084086
0,1,1,0.40351532928219397,1.1496414829689532,-4.148984920682432,-1.0837401359741419
1,1,1,-2.2949152328914995,0.9089083158842947,2.13872147862344,1.1674119469484463
1,1,0,4.281696431226904,2.653439578960011,5.8960697383581975,-1.988440353209799
1,0,1,2.6735487857024127,2.06775214745353,-3.2029171463701727,-1.3540831873500543
0,0,0,2.6629856674554206,1.7432662809182957,-6.591441246531399,0.57504506185492
0,1,1,1.42665253567998,1.4352873335453742,-3.301326420682484,-3.590540665875151
1,0,0,-2.1168430616316813,2.3207621677196597,-1.9894724310404241,0.41065139857695565
0,0,1,-1.5565893344441162,1.9664504424117675,-3.0754648237242628,-0.2607347730335586
0,0,1,4.4048919368036445,1.7930791123553922,-5.476843988842129,-0.037916113671368094
0,1,0,4.122480347968681,2.115834045557946,-5.4125439776593325,1.1453527492129445
1,0,0,-0.3952519586646608,0.054584317042669195,2.0699644457539357,-1.533209199962832
0,1,1,5.818738235906041,1.3326249986863439,-3.0487776505890842,-0.0884737405967671
1,1,1,1.6329726874090622,1.6075093077953015,0.1977302226273946,1.9566838204284789
0,0,1,-0.7909300554921526,1.5640869893167875,7.088178083951409,-5.48952047733659
1,0,0,-3.39045087893193,1.1266587137200936,0.6009638131156729,-1.450877897503369
1,1,0,-1.6894748276093217,1.8444482870662209,6.169344677496234,-2.0613479340582206
0,1,0,5.262693960305582,0.6868939477540102,0.9796472915607298,2.432366474505883
0,0,1,-3.9486254239045113,1.863524658234792,2.5357855532946054,-2.3166567132230473
1,1,0,-3.5254465067129974,2.628006141209769,-0.9265616642766556,0.13310424584919098
0,1,0,-1.9280760653837614,1.0851698173924413,-0.9315180602921134,0.9281094944957846
1,0,1,-4.689277561358463,2.8813683471726375,-0.708353203571223,4.108206102419286
0,1,1,1.3143591973699285,1.4788663827323054,-1.86935581466733,0.8928180137607311
0,1,1,6.0678548164426065,2.513342854491845,0.20237136768451539,1.761177709692833
0,0,1,1.2828844929128254,2.870173137860248,1.4931957107765819,-5.28320969550239
0,1,1,2.386194983807176,2.9398538416690174,2.2338718019209396,-0.7534503906138303
1,1,0,-1.500589245297189,2.5171690662416686,-1.2378004015955346,-2.3607258764663586
0,0,0,0.05766820004432571,1.3770643472546626,-0.06585123948648364,-1.330563708676797
0,0,0,2.507617412609833,2.4267840000309975,-2.3027573530469407,-4.177521421260608
0,1,1,-7.714555524411429,2.12379508285351,-4.839750522249043,-6.738856498318222
0,0,0,-3.1081571101000365,2.0066061535065036,0.6677092633287575,0.1582411863249626
0,0,1,1.0850748809188997,1.4844681217911027,-2.2975169444734154,1.4889106827235854
1,0,1,-2.006385217705833,2.7699056008456564,-1.9368854492692575,-0.8202235272211955
1,1,1,-3.7572263432658355,2.7110784329050905,-2.3949495680673394,3.8091515694416413
0,1,0,2.198195488662294,0.8535238613671754,0.28133015198348815,1.5287501182016836
1,0,1,5.994204401824309,0.059697354491008214,-1.4548275425260289,0.2351157962632538
1,1,0,1.611892120183239,0.7756514720469259,-0.5550521685737845,0.10887670016441303
0,1,1,0.30952843917850104,0.7162958576728288,-6.719958811651975,-5.56281778481911
1,1,1,2.3599707816913686,0.1332310259186772,-1.3887503740157088,-0.38952893126266475
0,1,0,-2.731919817536602,1.6485016548731701,0.38689628233275786,4.338256993078663
1,0,0,0.7780340920667628,0.00463601973779193,-5.550933584906155,-2.1915971605042355
0,1,0,3.1072109305500826,2.3683737171506443,-1.6569198582304097,-4.034794720743081
